0.020000 -0.142174
0.500000 0.100000
0.980000 -0.076916
0.020000 0.062597
0.250000 -0.016667
0.500000 -0.080356
0.750000 0.057460
1.000000 -0.160857
0.000000 1.413212
0.100000 1.066483
0.200000 1.192844
0.300000 0.626657
0.400000 0.071878
0.500000 -0.337597
0.600000 -0.012806
0.700000 -0.727808
0.800000 -0.446671
0.900000 -0.598234
1.000000 -0.282096
0.000000 0.374834
0.100000 -0.107178
0.200000 0.100212
0.300000 0.057328
0.400000 0.066118
0.500000 0.341715
0.600000 -0.126606
0.700000 -0.004586
0.800000 0.005771
0.900000 0.063547
1.000000 0.337461
0.000000 0.024129
0.250000 -0.067161
1.000000 0.183736
0.000000 0.978828
0.250000 0.672250
0.500000 0.480662
0.750000 0.707853
1.000000 0.901171
0.000000 -0.061597
0.100000 -0.254835
0.200000 -0.156043
0.300000 0.056361
0.400000 0.115282
0.500000 0.178401
0.600000 0.365946
0.700000 0.153745
0.800000 0.108061
0.900000 0.232634
1.000000 0.244239
0.000000 -0.036850
1.000000 0.193380
