0.020000 0.016989
0.500000 -0.076034
0.980000 0.092844
0.020000 0.332557
0.250000 0.268695
0.500000 -0.097163
0.750000 0.353124
1.000000 0.152033
0.000000 1.621113
0.100000 1.261025
0.200000 1.294672
0.300000 0.389890
0.400000 0.097867
0.500000 -0.552036
0.600000 0.037797
0.700000 -0.803246
0.800000 -0.337993
0.900000 -0.790977
1.000000 -0.003915
0.000000 0.286087
0.100000 -0.084105
0.200000 0.314896
0.300000 0.075265
0.400000 0.014335
0.500000 0.405293
0.600000 -0.202032
0.700000 -0.148823
0.800000 0.107347
0.900000 -0.322561
1.000000 0.237105
0.000000 0.095072
0.250000 -0.041782
1.000000 0.230041
0.000000 1.121689
0.250000 0.768157
0.500000 0.711050
0.750000 0.796290
1.000000 0.848552
0.000000 -0.250661
0.100000 -0.213650
0.200000 -0.289722
0.300000 -0.203432
0.400000 -0.103043
0.500000 -0.041350
0.600000 0.224285
0.700000 0.381094
0.800000 0.382928
0.900000 0.067472
1.000000 0.332731
0.000000 0.007741
1.000000 0.421208
