0.020000 -0.066571
0.500000 0.100000
0.980000 0.055228
0.020000 0.016813
0.250000 0.084606
0.500000 -0.062719
0.750000 0.007589
1.000000 -0.118968
0.000000 1.479744
0.100000 1.063623
0.200000 1.230782
0.300000 0.662813
0.400000 0.069884
0.500000 -0.124085
0.600000 -0.362411
0.700000 -0.719348
0.800000 -0.354029
0.900000 -0.761764
1.000000 -0.335538
0.000000 0.261686
0.100000 -0.196654
0.200000 0.071837
0.300000 0.090189
0.400000 0.097076
0.500000 0.217452
0.600000 -0.100039
0.700000 0.074153
0.800000 -0.099964
0.900000 0.166686
1.000000 0.090031
0.000000 -0.004723
0.250000 -0.005539
1.000000 0.102099
0.000000 0.882885
0.250000 0.721950
0.500000 0.721960
0.750000 0.850815
1.000000 0.944496
0.000000 -0.024515
0.100000 -0.147250
0.200000 -0.118002
0.300000 0.015927
0.400000 0.096065
0.500000 0.133099
0.600000 0.285392
0.700000 0.101372
0.800000 0.183386
0.900000 0.285531
1.000000 0.274214
0.000000 0.066456
1.000000 0.100584
