0.000714, 0.119567, -0.405344, 1.163099
0.100714, 0.077677, 0.155611, 1.035232
0.200000, 0.064239, 0.233651, 0.982768
0.300000, 0.034943, 0.194668, 0.950364
0.400000, -0.011448, 0.172917, 0.901205
0.500000, -0.033564, 0.108226, 0.874589
0.600714, -0.050103, 0.000016, 0.881913
0.700714, -0.066321, -0.112703, 0.916392
0.800714, -0.084137, -0.225413, 0.975843
0.900714, -0.104495, -0.352245, 1.078551
