0.020000 0.034251
0.500000 0.100000
0.980000 0.082448
0.020000 0.046406
0.250000 0.031582
0.500000 -0.001295
0.750000 -0.140236
1.000000 0.025816
0.000000 1.233485
0.100000 0.850723
0.200000 1.196324
0.300000 0.486652
0.400000 -0.125215
0.500000 -0.200739
0.600000 -0.423157
0.700000 -0.503559
0.800000 -0.589116
0.900000 -0.642184
1.000000 -0.413176
0.000000 0.209027
0.100000 -0.018592
0.200000 0.059525
0.300000 0.038831
0.400000 0.094003
0.500000 0.190734
0.600000 -0.067552
0.700000 -0.010010
0.800000 -0.063570
0.900000 -0.001359
1.000000 0.204332
0.000000 -0.074349
0.250000 -0.025958
1.000000 0.092069
0.000000 0.920230
0.250000 0.792450
0.500000 0.876193
0.750000 0.928189
1.000000 1.006018
0.000000 -0.070334
0.100000 -0.129474
0.200000 -0.094233
0.300000 -0.010886
0.400000 0.110813
0.500000 0.091696
0.600000 0.160899
0.700000 0.159266
0.800000 0.189655
0.900000 0.345660
1.000000 0.080502
0.000000 0.140805
1.000000 -0.017151
