0.020000 -0.014799
0.500000 0.004451
0.980000 -0.064509
0.020000 0.152122
0.250000 -0.022401
0.500000 -0.101967
0.750000 0.177507
1.000000 0.058500
0.000000 1.520900
0.100000 1.237452
0.200000 1.126160
0.300000 0.499329
0.400000 0.075369
0.500000 -0.336289
0.600000 0.023646
0.700000 -1.003020
0.800000 -0.528559
0.900000 -0.583895
1.000000 -0.060558
0.000000 0.225103
0.100000 -0.245410
0.200000 0.059737
0.300000 0.239774
0.400000 0.066449
0.500000 0.475934
0.600000 -0.153221
0.700000 0.053707
0.800000 0.083610
0.900000 0.013263
1.000000 0.133251
0.000000 0.207200
0.250000 -0.064342
1.000000 0.151172
0.000000 0.947002
0.250000 0.814844
0.500000 0.760216
0.750000 0.825149
1.000000 0.881623
0.000000 -0.072433
0.100000 -0.224518
0.200000 -0.196080
0.300000 -0.099770
0.400000 -0.101944
0.500000 0.205633
0.600000 0.386189
0.700000 0.234749
0.800000 0.212169
0.900000 0.229949
1.000000 0.127905
0.000000 -0.126909
1.000000 0.379726
