0.000296, 0.599445
-0.000199, 0.599501
0.000056, 0.599603
-0.000455, 0.599673
-0.000037, 0.599568
-0.000404, 0.599484
0.000085, 0.599658
-0.000203, 0.599710
0.000311, 0.599680
-0.000095, 0.599807
0.000261, 0.599835
-0.000223, 0.599769
0.000163, 0.599843
-0.000308, 0.599720
0.000113, 0.599677
-0.000183, 0.599744
0.000112, 0.599840
-0.036198, 0.564439
-0.263868, 0.431248
-0.558132, 0.227350
-0.612446, 0.007630
-0.541901, 0.020698
-0.553267, 0.422537
-0.434552, 0.683739
-0.151705, 0.721903
-0.079642, 0.683706
-0.143069, 0.632160
-0.147678, 0.637727
-0.084394, 0.638288
-0.052232, 0.625400
-0.071227, 0.608710
-0.089130, 0.630091
-0.032698, 0.624919
0.086665, 0.621786
0.142942, 0.615105
0.173044, 0.615646
0.143049, 0.613648
0.084272, 0.617968
0.048827, 0.622642
0.021475, 0.618222
0.002296, 0.615555
-0.004685, 0.614120
-0.005540, 0.613342
-0.004023, 0.613038
-0.002747, 0.612265
-0.000109, 0.611377
0.000898, 0.610607
0.002373, 0.610195
0.003090, 0.609605
0.002979, 0.608972
0.002425, 0.608287
0.001575, 0.607947
0.000426, 0.607748
0.000039, 0.607030
-0.000095, 0.606638
-0.000170, 0.606435
0.000105, 0.605924
0.000030, 0.605492
0.000066, 0.605212
0.000021, 0.605057
0.000253, 0.604923
0.000173, 0.604557
-0.000131, 0.604334
-0.000279, 0.604090
-0.000158, 0.603759
-0.000312, 0.603639
-0.000138, 0.603390
-0.000085, 0.603205
0.000194, 0.603156
0.000016, 0.602890
-0.000017, 0.602689
-0.000212, 0.602474
-0.000012, 0.602406
-0.000076, 0.602509
0.000062, 0.602281
0.000021, 0.601928
0.000118, 0.601866
0.000030, 0.601777
0.000064, 0.601649
-0.000073, 0.601716
0.000034, 0.601483
0.000025, 0.601259
0.000113, 0.601253
0.000008, 0.601251
-0.000005, 0.601258
0.000035, 0.601191
0.000063, 0.601095
-0.000007, 0.600913
0.000025, 0.600880
-0.000096, 0.600983
-0.000076, 0.600837
0.000046, 0.600659
0.000144, 0.600632
0.000132, 0.600627
-0.098005, 0.499137
-0.242215, 0.444090
-0.217128, 0.587531
-0.035341, 0.676638
0.116666, 0.639929
0.128849, 0.611189
0.081288, 0.599635
0.040344, 0.601062
0.024116, 0.610935
0.010098, 0.607594
0.002767, 0.606608
-0.000413, 0.606252
-0.002459, 0.606174
-0.001560, 0.605993
-0.001637, 0.605797
-0.000220, 0.605350
0.000035, 0.605339
