phi,coronal,sagittal
0.678571,0.672487,0.726198
0.679286,0.710789,0.701477
0.68,0.659759,0.738941
0.680714,0.665845,0.729219
0.681429,0.668504,0.72536
0.682143,0.669991,0.723248
0.682857,0.670906,0.721829
0.683571,0.705824,0.698735
0.684286,0.658849,0.732851
0.685,0.663896,0.724311
0.685714,0.665908,0.721073
0.686429,0.667092,0.718973
0.687143,0.667882,0.7172
0.687857,0.668346,0.715655
0.688571,0.668528,0.714291
0.689286,0.697057,0.694522
0.69,0.657379,0.722932
0.690714,0.66101,0.715755
0.691429,0.662247,0.712732
0.692143,0.662839,0.710577
0.692857,0.663123,0.708664
0.693571,0.663153,0.706917
0.694286,0.662872,0.705536
0.695,0.66241,0.704303
0.695714,0.661832,0.703112
0.696429,0.661164,0.701925
0.697143,0.660421,0.700729
0.697857,0.659611,0.69952
0.698571,0.658742,0.698295
0.699286,0.657821,0.697056
0.7,0.656855,0.695802
0.700714,0.655849,0.694532
0.701429,0.654846,0.69317
0.702143,0.653811,0.691806
0.702857,0.652741,0.690467
0.703571,0.651641,0.689165
0.704286,0.650517,0.687905
0.705,0.649378,0.686687
0.705714,0.41231,0.707894
0.706429,0.693702,0.669706
0.707143,0.68263,0.678304
0.707857,0.661431,0.6903
0.708571,0.659011,0.686506
0.709286,0.655576,0.684888
0.71,0.652289,0.683179
0.710714,0.649263,0.681151
0.711429,0.646453,0.678908
0.712143,0.399204,0.696255
0.712857,0.684744,0.664807
0.713571,0.672894,0.672147
0.714286,0.664684,0.674977
0.715,0.657769,0.675765
0.715714,0.64564,0.678904
0.716429,0.395111,0.691687
0.717143,0.683536,0.662386
0.717857,0.670414,0.669432
0.718571,0.66083,0.672027
0.719286,0.652596,0.672767
0.72,0.642271,0.675414
0.720714,0.38652,0.686109
0.721429,0.777765,0.541193
0.722143,0.633641,0.724717
0.722857,0.637381,0.700258
0.723571,0.63529,0.689525
0.724286,0.38811,0.693768
0.725,0.672805,0.672147
0.725714,0.659454,0.678025
0.726429,0.649832,0.678935
0.727143,0.642072,0.677617
0.727857,0.385483,0.686329
0.728571,0.682326,0.657511
0.729286,0.664663,0.664162
0.73,0.650524,0.667069
0.730714,0.723872,0.524685
0.731429,0.386999,0.728594
0.732143,0.66122,0.686462
0.732857,0.649265,0.683806
0.733571,0.393611,0.691502
0.734286,0.6808,0.667857
0.735,0.662999,0.674434
0.735714,0.649454,0.675375
0.736429,0.638074,0.674042
0.737143,0.37252,0.676614
0.737857,0.775655,0.531648
0.738571,0.633318,0.717398
0.739286,0.630966,0.693004
0.74,0.375407,0.685663
0.740714,0.676716,0.666175
0.741429,0.656609,0.671969
0.742143,0.64126,0.672106
0.742857,0.371107,0.674482
0.743571,0.683454,0.652537
0.744286,0.74374,0.522397
0.745,0.611865,0.719053
0.745714,0.368216,0.690845
0.746429,0.664507,0.669235
0.747143,0.644784,0.670744
0.747857,0.380703,0.680685
