phi,coronal,sagittal
0.681429,0.334276,0.711683
0.682143,0.333496,0.709933
0.682857,0.333151,0.708737
0.683571,0.333039,0.707737
0.684286,0.333079,0.706795
0.685,0.333241,0.705858
0.685714,0.310571,0.689996
0.686429,0.342547,0.712598
0.687143,0.339529,0.706123
0.687857,0.338497,0.702993
0.688571,0.338289,0.701212
0.689286,0.338408,0.699899
0.69,0.338686,0.698755
0.690714,0.339059,0.697663
0.691429,0.339503,0.696582
0.692143,0.340009,0.695493
0.692857,0.340573,0.69439
0.693571,0.341191,0.69327
0.694286,0.34186,0.692133
0.695,0.342576,0.690978
0.695714,0.343336,0.689806
0.696429,0.344136,0.688618
0.697143,0.344973,0.687412
0.697857,0.345843,0.686192
0.698571,0.346745,0.684956
0.699286,0.347674,0.683705
0.7,0.58651,0.705508
0.700714,0.30434,0.666326
0.701429,0.315193,0.674617
0.702143,0.322135,0.677485
0.702857,0.341364,0.686991
0.703571,0.343557,0.683962
0.704286,0.346088,0.681634
0.705,0.348487,0.679127
0.705714,0.350773,0.676505
0.706429,0.60014,0.692151
0.707143,0.311897,0.659108
0.707857,0.323901,0.665917
0.708571,0.332232,0.668279
0.709286,0.339219,0.668654
0.71,0.345769,0.66838
0.710714,0.352632,0.66944
0.711429,0.678233,0.520118
0.712143,0.335629,0.719035
0.712857,0.335163,0.697964
0.713571,0.338686,0.687599
0.714286,0.343237,0.680926
0.715,0.348351,0.676564
0.715714,0.35357,0.673471
0.716429,0.358635,0.671128
0.717143,0.617665,0.68022
0.717857,0.318404,0.654171
0.718571,0.243772,0.529356
0.719286,0.37299,0.717632
0.72,0.606541,0.698461
0.720714,0.323802,0.670392
0.721429,0.335506,0.671275
0.722143,0.344777,0.669837
0.722857,0.352817,0.667655
0.723571,0.618848,0.673762
0.724286,0.229195,0.523512
0.725,0.360677,0.711514
0.725714,0.359093,0.685738
0.726429,0.363413,0.674049
0.727143,0.626669,0.675208
0.727857,0.311714,0.653565
0.728571,0.324184,0.655303
0.729286,0.342059,0.659996
0.73,0.278513,0.511602
0.730714,0.615758,0.717127
0.731429,0.33144,0.674155
0.732143,0.344552,0.670392
0.732857,0.355467,0.666087
0.733571,0.626611,0.671147
0.734286,0.315661,0.648216
0.735,0.338592,0.656493
0.735714,0.2803,0.50633
0.736429,0.618313,0.713619
0.737143,0.332834,0.672014
0.737857,0.34762,0.667565
0.738571,0.6218,0.670764
0.739286,0.307962,0.644996
0.74,0.334819,0.654353
0.740714,0.283553,0.503374
0.741429,0.623753,0.709035
0.742143,0.337134,0.671799
0.742857,0.352744,0.66537
0.743571,0.631827,0.665052
0.744286,0.308519,0.64232
0.745,0.333215,0.654668
0.745714,0.368216,0.690845
0.746429,0.664507,0.669235
0.747143,0.644784,0.670744
0.747857,0.380703,0.680685
0,0,0
0.000714286,0,0
0.00142857,0,0
0.00214286,0,0
0.00285714,0,0
0.00357143,0,0
0.00428571,0,0
0.005,0,0
0.00571429,0,0
0.00642857,0,0
0.00714286,0,0
0.00785714,0,0
0.00857143,0,0
0.00928571,0,0
0.01,0,0
0.0107143,0,0
0.0114286,0,0
0.0121429,0,0
0.0128571,6.87745e-270,1.81713e-308
0.0135714,1,1.05443e-278
0.0142857,1,0.000714286
0.015,1,0.00142857
0.0157143,1,0.00214286
0.0164286,1,0.00285714
0.0171429,1,0.00357143
0.0178571,1,0.00428571
0.0185714,1,0.005
0.0192857,1,0.00571429
0.02,1,0.00642857
0.0207143,1,0.00714286
0.0214286,1,0.00785714
0.0221429,1,0.00857143
0.0228571,1,0.00928571
0.0235714,1,0.01
0.0242857,1,0.0107143
0.025,1,0.0114286
0.0257143,1,0.0121429
0.0264286,1,0.0128571
0.0271429,1,0.0135714
0.0278571,1,0.0142857
0.0285714,1,0.015
0.0292857,1,0.0157143
0.03,1,0.0164286
0.0307143,1,0.0171429
0.0314286,1,0.0178571
0.0321429,1,0.0185714
0.0328571,1,0.0192857
0.0335714,1,0.02
0.0342857,1,0.0207143
0.035,1,0.0214286
0.0357143,1,0.0221429
0.0364286,1,0.0228571
0.0371429,1,0.0235714
0.0378571,1,0.0242857
0.0385714,1,0.025
0.0392857,1,0.0257143
0.04,1,0.0264286
0.0407143,1,0.0271429
0.0414286,1,0.0278571
0.0421429,1,0.0285714
0.0428571,1,0.0292857
0.0435714,1,0.03
0.0442857,1,0.0307143
0.045,1,0.0314286
0.0457143,1,0.0321429
0.0464286,1,0.0328571
0.0471429,1,0.0335714
0.0478571,1,0.0342857
0.0485714,1,0.035
0.0492857,1,0.0357143
0.05,1,0.0364286
0.0507143,1,0.0371429
0.0514286,1,0.0378571
0.0521429,1,0.0385714
0.0528571,1,0.0392857
0.0535714,1,0.04
0.0542857,1,0.0407143
0.055,1,0.0414286
0.0557143,1,0.0421429
0.0564286,1,0.0428571
0.0571429,1,0.0435714
0.0578571,1,0.0442857
0.0585714,1,0.045
0.0592857,1,0.0457143
0.06,1,0.0464286
0.0607143,1,0.0471429
0.0614286,1,0.0478571
0.0621429,1,0.0485714
0.0628571,1,0.0492857
0.0635714,1,0.05
0.0642857,1,0.0507143
0.065,1,0.0514286
0.0657143,1,0.0521429
0.0664286,1,0.0528571
0.0671429,1,0.0535714
0.0678571,1,0.0542857
0.0685714,1,0.055
0.0692857,1,0.0557143
0.07,1,0.0564286
0.0707143,1,0.0571429
0.0714286,1,0.0578571
0.0721429,1,0.0585714
0.0728571,1,0.0592857
0.0735714,1,0.06
0.0742857,1,0.0607143
0.075,1,0.0614286
0.0757143,1,0.0621429
0.0764286,1,0.0628571
0.0771429,1,0.0635714
0.0778571,1,0.0642857
0.0785714,1,0.065
0.0792857,1,0.0657143
0.08,1,0.0664286
0.0807143,1,0.0671429
0.0814286,1,0.0678571
0.0821429,1,0.0685714
0.0828571,0.531006,0.0692857
0.0835714,0.611075,0.07
0.0842857,0.629836,0.0707143
0.085,0.624278,0.0714286
0.0857143,0.607832,0.0721429
0.0864286,0.623883,0.0728571
0.0871429,0.586699,0.0735714
0.0878571,0.606426,0.0742857
0.0885714,0.600413,0.075
0.0892857,0.595343,0.0757143
0.09,0.582549,0.0764286
0.0907143,0.582397,0.0771429
0.0914286,0.586573,0.0778571
0.0921429,0.572474,0.0785714
0.0928571,0.643936,0.0792857
0.0935714,0.601265,0.08
0.0942857,0.589569,0.0807143
0.095,0.591316,0.0814286
0.0957143,0.587473,0.0821429
0.0964286,0.592365,0.0828571
0.0971429,0.58324,0.0835714
0.0978571,0.587663,0.0842857
0.0985714,0.59041,0.085
0.0992857,0.588849,0.0857143
0.1,0.574977,0.0864286
0.100714,0.574846,0.0871429
0.101429,0.566368,0.0878571
0.102143,0.440946,0.0885714
0.102857,0.623128,0.0892857
0.103571,0.460697,0.09
0.104286,0.630994,0.0907143
0.105,0.590263,0.0914286
0.105714,0.448398,0.0921429
0.106429,0.629582,0.0928571
0.107143,0.455308,0.0935714
0.107857,0.634686,0.0942857
0.108571,0.594207,0.095
0.109286,0.444712,0.0957143
0.11,0.6306,0.0964286
0.110714,0.464366,0.0971429
0.111429,0.633947,0.0978571
0.112143,0.587676,0.0985714
0.112857,0.450475,0.0992857
0.113571,0.631653,0.1
0.114286,0.46347,0.100714
0.115,0.633877,0.101429
0.115714,0.589166,0.102143
0.116429,0.45121,0.102857
0.117143,0.632653,0.103571
0.117857,0.463717,0.104286
0.118571,0.632339,0.105
0.119286,0.593546,0.105714
0.12,0.447961,0.106429
0.120714,0.615098,0.107143
0.121429,0.447098,0.107857
0.122143,0.638069,0.108571
0.122857,0.594572,0.109286
0.123571,0.450191,0.11
0.124286,0.634524,0.110714
0.125,0.461884,0.111429
0.125714,0.638979,0.112143
0.126429,0.586744,0.112857
0.127143,0.450525,0.113571
0.127857,0.628274,0.114286
0.128571,0.592653,0.115
0.129286,0.449567,0.115714
0.13,0.613106,0.116429
0.130714,0.446397,0.117143
0.131429,0.638546,0.117857
0.132143,0.591091,0.118571
0.132857,0.452731,0.119286
0.133571,0.635977,0.12
0.134286,0.464587,0.120714
0.135,0.632418,0.121429
0.135714,0.597292,0.122143
0.136429,0.457167,0.122857
0.137143,0.625376,0.123571
0.137857,0.458046,0.124286
0.138571,0.620413,0.125
0.139286,0.5975,0.125714
0.14,0.453236,0.126429
0.140714,0.63454,0.127143
0.141429,0.46337,0.127857
0.142143,0.630833,0.128571
0.142857,0.594901,0.129286
0.143571,0.447341,0.13
0.144286,0.625876,0.130714
0.145,0.456627,0.131429
0.145714,0.61819,0.132143
0.146429,0.595894,0.132857
0.147143,0.450217,0.133571
0.147857,0.631462,0.134286
0.148571,0.459749,0.135
0.149286,0.628121,0.135714
0.15,0.591328,0.136429
0.150714,0.444463,0.137143
0.151429,0.622101,0.137857
0.152143,0.441312,0.138571
0.152857,0.612632,0.139286
0.153571,0.594998,0.14
0.154286,0.435157,0.140714
0.155,0.61821,0.141429
0.155714,0.454117,0.142143
0.156429,0.630997,0.142857
0.157143,0.581722,0.143571
0.157857,0.439747,0.144286
0.158571,0.623735,0.145
0.159286,0.448586,0.145714
0.16,0.628107,0.146429
0.160714,0.578207,0.147143
0.161429,0.436061,0.147857
0.162143,0.603866,0.148571
0.162857,0.445964,0.149286
0.163571,0.6233,0.15
0.164286,0.439666,0.150714
0.165,0.621262,0.151429
0.165714,0.581396,0.152143
0.166429,0.43299,0.152857
0.167143,0.610285,0.153571
0.167857,0.433853,0.154286
0.168571,0.618236,0.155
0.169286,0.440017,0.155714
0.17,0.619709,0.156429
0.170714,0.573277,0.157143
0.171429,0.420462,0.157857
0.172143,0.593011,0.158571
0.172857,0.429711,0.159286
0.173571,0.617085,0.16
0.174286,0.434089,0.160714
0.175,0.616331,0.161429
0.175714,0.43795,0.162143
0.176429,0.615146,0.162857
0.177143,0.567381,0.163571
0.177857,0.416429,0.164286
0.178571,0.601007,0.165
0.179286,0.425833,0.165714
0.18,0.602851,0.166429
0.180714,0.420458,0.167143
0.181429,0.609513,0.167857
0.182143,0.430515,0.168571
0.182857,0.606922,0.169286
0.183571,0.431214,0.17
0.184286,0.606207,0.170714
0.185,0.430843,0.171429
0.185714,0.607156,0.172143
0.186429,0.425774,0.172857
0.187143,0.608563,0.173571
0.187857,0.434148,0.174286
0.188571,0.59354,0.175
0.189286,0.414132,0.175714
0.19,0.580221,0.176429
0.190714,0.403649,0.177143
0.191429,0.595998,0.177857
0.192143,0.427319,0.178571
0.192857,0.606975,0.179286
0.193571,0.424167,0.18
0.194286,0.599867,0.180714
0.195,0.420031,0.181429
0.195714,0.595318,0.182143
0.196429,0.412692,0.182857
0.197143,0.588398,0.183571
0.197857,0.408199,0.184286
0.198571,0.589469,0.185
0.199286,0.407016,0.185714
0.2,0.584683,0.186429
0.200714,0.400226,0.187143
0.201429,0.591496,0.187857
0.202143,0.408448,0.188571
0.202857,0.589652,0.189286
0.203571,0.416585,0.19
0.204286,0.588261,0.190714
0.205,0.409002,0.191429
0.205714,0.592783,0.192143
0.206429,0.407392,0.192857
0.207143,0.583094,0.193571
0.207857,0.411121,0.194286
0.208571,0.586524,0.195
0.209286,0.405181,0.195714
0.21,0.435027,0.196429
0.210714,0.597706,0.197143
0.211429,0.551626,0.197857
0.212143,0.398823,0.198571
0.212857,0.434092,0.199286
0.213571,0.590253,0.2
0.214286,0.461272,0.200714
0.215,0.642183,0.201429
0.215714,0.610951,0.202143
0.216429,0.465799,0.202857
0.217143,0.624457,0.203571
0.217857,0.471416,0.204286
0.218571,0.648422,0.205
0.219286,0.587859,0.205714
0.22,0.443772,0.206429
0.220714,0.633897,0.207143
0.221429,0.593274,0.207857
0.222143,0.449861,0.208571
0.222857,0.637734,0.209286
0.223571,0.464381,0.21
0.224286,0.634617,0.210714
0.225,0.591324,0.211429
0.225714,0.443483,0.212143
0.226429,0.629558,0.212857
0.227143,0.459461,0.213571
0.227857,0.629999,0.214286
0.228571,0.586368,0.215
0.229286,0.446127,0.215714
0.23,0.625008,0.216429
0.230714,0.452951,0.217143
0.231429,0.630378,0.217857
0.232143,0.456329,0.218571
0.232857,0.640155,0.219286
0.233571,0.572677,0.22
0.234286,0.445065,0.220714
0.235,0.627957,0.221429
0.235714,0.456189,0.222143
0.236429,0.637267,0.222857
0.237143,0.462262,0.223571
0.237857,0.628167,0.224286
0.238571,0.586739,0.225
0.239286,0.442753,0.225714
0.24,0.617,0.226429
0.240714,0.458256,0.227143
0.241429,0.624594,0.227857
0.242143,0.447252,0.228571
0.242857,0.634464,0.229286
0.243571,0.60251,0.23
0.244286,0.451084,0.230714
0.245,0.617116,0.231429
0.245714,0.448476,0.232143
0.246429,0.633109,0.232857
0.247143,0.602623,0.233571
0.247857,0.45176,0.234286
0.248571,0.617976,0.235
0.249286,0.452315,0.235714
0.25,0.634201,0.236429
0.250714,0.590661,0.237143
0.251429,0.445959,0.237857
0.252143,0.613922,0.238571
0.252857,0.601056,0.239286
0.253571,0.451427,0.24
0.254286,0.63021,0.240714
0.255,0.594458,0.241429
0.255714,0.450007,0.242143
0.256429,0.630618,0.242857
0.257143,0.463027,0.243571
0.257857,0.644153,0.244286
0.258571,0.593929,0.245
0.259286,0.451113,0.245714
0.26,0.63507,0.246429
0.260714,0.596577,0.247143
0.261429,0.452311,0.247857
0.262143,0.626852,0.248571
0.262857,0.623095,0.249286
0.263571,0.474468,0.25
0.264286,0.625342,0.250714
0.265,0.469308,0.251429
0.265714,0.652903,0.252143
0.266429,0.602327,0.252857
0.267143,0.449469,0.253571
0.267857,0.640859,0.254286
0.268571,0.601263,0.255
0.269286,0.470415,0.255714
0.27,0.653908,0.256429
0.270714,0.610085,0.257143
0.271429,0.474755,0.257857
0.272143,0.637171,0.258571
0.272857,0.605572,0.259286
0.273571,0.477843,0.26
0.274286,0.651846,0.260714
0.275,0.611574,0.261429
0.275714,0.475963,0.262143
0.276429,0.648817,0.262857
0.277143,0.615672,0.263571
0.277857,0.478813,0.264286
0.278571,0.650047,0.265
0.279286,0.621028,0.265714
0.28,0.478625,0.266429
0.280714,0.638175,0.267143
0.281429,0.628917,0.267857
0.282143,0.486378,0.268571
0.282857,0.653527,0.269286
0.283571,0.622816,0.27
0.284286,0.486684,0.270714
0.285,0.654873,0.271429
0.285714,0.620662,0.272143
0.286429,0.481144,0.272857
0.287143,0.653772,0.273571
0.287857,0.623935,0.274286
0.288571,0.481432,0.275
0.289286,0.644621,0.275714
0.29,0.636027,0.276429
0.290714,0.616575,0.277143
0.291429,0.47857,0.277857
0.292143,0.658751,0.278571
0.292857,0.628021,0.279286
0.293571,0.615267,0.28
0.294286,0.479252,0.280714
0.295,0.659505,0.281429
0.295714,0.629214,0.282143
0.296429,0.624434,0.282857
0.297143,0.489474,0.283571
0.297857,0.66215,0.284286
0.298571,0.629323,0.285
0.299286,0.48611,0.285714
0.3,0.664903,0.286429
0.300714,0.633937,0.287143
0.301429,0.621322,0.287857
0.302143,0.484813,0.288571
0.302857,0.664555,0.289286
0.303571,0.634368,0.29
0.304286,0.622331,0.290714
0.305,0.485902,0.291429
0.305714,0.665701,0.292143
0.306429,0.635653,0.292857
0.307143,0.62365,0.293571
0.307857,0.487214,0.294286
0.308571,0.653764,0.295
0.309286,0.644059,0.295714
0.31,0.626154,0.296429
0.310714,0.488719,0.297143
0.311429,0.668228,0.297857
0.312143,0.638055,0.298571
0.312857,0.625885,0.299286
0.313571,0.489542,0.3
0.314286,0.669014,0.300714
0.315,0.638827,0.301429
0.315714,0.622747,0.302143
0.316429,0.492704,0.302857
0.317143,0.670662,0.303571
0.317857,0.639988,0.304286
0.318571,0.623103,0.305
0.319286,0.494693,0.305714
0.32,0.679263,0.306429
0.320714,0.65336,0.307143
0.321429,0.603595,0.307857
0.322143,0.511461,0.308571
0.322857,0.662965,0.309286
0.323571,0.645462,0.31
0.324286,0.625694,0.310714
0.325,0.490991,0.311429
0.325714,0.669823,0.312143
0.326429,0.639375,0.312857
0.327143,0.627269,0.313571
0.327857,0.494017,0.314286
0.328571,0.66883,0.315
0.329286,0.639776,0.315714
0.33,0.627904,0.316429
0.330714,0.490797,0.317143
0.331429,0.671324,0.317857
0.332143,0.64085,0.318571
0.332857,0.623241,0.319286
0.333571,0.497344,0.32
0.334286,0.679314,0.320714
0.335,0.629019,0.321429
0.335714,0.624793,0.322143
0.336429,0.499359,0.322857
0.337143,0.680457,0.323571
0.337857,0.631163,0.324286
0.338571,0.620796,0.325
0.339286,0.496426,0.325714
0.34,0.679503,0.326429
0.340714,0.630754,0.327143
0.341429,0.623119,0.327857
0.342143,0.486278,0.328571
0.342857,0.669149,0.329286
0.343571,0.638595,0.33
0.344286,0.620404,0.330714
0.345,0.496473,0.331429
0.345714,0.676719,0.332143
0.346429,0.631022,0.332857
0.347143,0.619523,0.333571
0.347857,0.486207,0.334286
0.348571,0.668553,0.335
0.349286,0.637283,0.335714
0.35,0.618494,0.336429
0.350714,0.49517,0.337143
0.351429,0.675048,0.337857
0.352143,0.629521,0.338571
0.352857,0.617445,0.339286
0.353571,0.491662,0.34
0.354286,0.676386,0.340714
0.355,0.626348,0.341429
0.355714,0.616843,0.342143
0.356429,0.491517,0.342857
0.357143,0.67604,0.343571
0.357857,0.624534,0.344286
0.358571,0.497794,0.345
0.359286,0.666943,0.345714
0.36,0.64301,0.346429
0.360714,0.607619,0.347143
0.361429,0.492203,0.347857
0.362143,0.665257,0.348571
0.362857,0.640631,0.349286
0.363571,0.497781,0.35
0.364286,0.662807,0.350714
0.365,0.62975,0.351429
0.365714,0.615671,0.352143
0.366429,0.477762,0.352857
0.367143,0.662543,0.353571
0.367857,0.630787,0.354286
0.368571,0.614441,0.355
0.369286,0.486764,0.355714
0.37,0.672633,0.356429
0.370714,0.622224,0.357143
0.371429,0.494094,0.357857
0.372143,0.66388,0.358571
0.372857,0.638929,0.359286
0.373571,0.604133,0.36
0.374286,0.49305,0.360714
0.375,0.660471,0.361429
0.375714,0.625623,0.362143
0.376429,0.480675,0.362857
0.377143,0.6606,0.363571
0.377857,0.629024,0.364286
0.378571,0.612078,0.365
0.379286,0.484751,0.365714
0.38,0.6708,0.366429
0.380714,0.619526,0.367143
0.381429,0.491258,0.367857
0.382143,0.646182,0.368571
0.382857,0.644164,0.369286
0.383571,0.493507,0.37
0.384286,0.658135,0.370714
0.385,0.624552,0.371429
0.385714,0.622339,0.372143
0.386429,0.481615,0.372857
0.387143,0.648296,0.373571
0.387857,0.621711,0.374286
0.388571,0.483434,0.375
0.389286,0.669912,0.375714
0.39,0.619052,0.376429
0.390714,0.487958,0.377143
0.391429,0.659656,0.377857
0.392143,0.634676,0.378571
0.392857,0.488744,0.379286
0.393571,0.655043,0.38
0.394286,0.621923,0.380714
0.395,0.474343,0.381429
0.395714,0.643421,0.382143
0.396429,0.633334,0.382857
0.397143,0.608721,0.383571
0.397857,0.476985,0.384286
0.398571,0.661646,0.385
0.399286,0.6169,0.385714
0.4,0.480842,0.386429
0.400714,0.667237,0.387143
0.401429,0.620042,0.387857
0.402143,0.486645,0.388571
0.402857,0.668234,0.389286
0.403571,0.62088,0.39
0.404286,0.609796,0.390714
0.405,0.474002,0.391429
0.405714,0.658677,0.392143
0.406429,0.618441,0.392857
0.407143,0.612412,0.393571
0.407857,0.475263,0.394286
0.408571,0.648912,0.395
0.409286,0.620875,0.395714
0.41,0.483001,0.396429
0.410714,0.665243,0.397143
0.411429,0.611031,0.397857
0.412143,0.479656,0.398571
0.412857,0.65101,0.399286
0.413571,0.62504,0.4
0.414286,0.477247,0.400714
0.415,0.643862,0.401429
0.415714,0.609315,0.402143
0.416429,0.457736,0.402857
0.417143,0.631345,0.403571
0.417857,0.612592,0.404286
0.418571,0.47204,0.405
0.419286,0.645019,0.405714
0.42,0.616496,0.406429
0.420714,0.462581,0.407143
0.421429,0.635087,0.407857
0.422143,0.597537,0.408571
0.422857,0.446344,0.409286
0.423571,0.636132,0.41
0.424286,0.593985,0.410714
0.425,0.453829,0.411429
0.425714,0.617476,0.412143
0.426429,0.454154,0.412857
0.427143,0.637526,0.413571
0.427857,0.596623,0.414286
0.428571,0.450796,0.415
0.429286,0.625023,0.415714
0.43,0.596235,0.416429
0.430714,0.442664,0.417143
0.431429,0.610837,0.417857
0.432143,0.451911,0.418571
0.432857,0.62122,0.419286
0.433571,0.435024,0.42
0.434286,0.622509,0.420714
0.435,0.57442,0.421429
0.435714,0.432538,0.422143
0.436429,0.61156,0.422857
0.437143,0.424395,0.423571
0.437857,0.614876,0.424286
0.438571,0.567099,0.425
0.439286,0.423835,0.425714
0.44,0.600435,0.426429
0.440714,0.417191,0.427143
0.441429,0.599899,0.427857
0.442143,0.564135,0.428571
0.442857,0.416285,0.429286
0.443571,0.593987,0.43
0.444286,0.408182,0.430714
0.445,0.59337,0.431429
0.445714,0.432073,0.432143
0.446429,0.596978,0.432857
0.447143,0.416529,0.433571
0.447857,0.593301,0.434286
0.448571,0.400289,0.435
0.449286,0.586628,0.435714
0.45,0.425723,0.436429
0.450714,0.590189,0.437143
0.451429,0.410775,0.437857
0.452143,0.585671,0.438571
0.452857,0.392308,0.439286
0.453571,0.579919,0.44
0.454286,0.419059,0.440714
0.455,0.576409,0.441429
0.455714,0.405325,0.442143
0.456429,0.579491,0.442857
0.457143,0.385367,0.443571
0.457857,0.574174,0.444286
0.458571,0.412483,0.445
0.459286,0.569987,0.445714
0.46,0.398298,0.446429
0.460714,0.570688,0.447143
0.461429,0.379347,0.447857
0.462143,0.569062,0.448571
0.462857,0.406501,0.449286
0.463571,0.436983,0.45
0.464286,0.581961,0.450714
0.465,0.395151,0.451429
0.465714,0.56869,0.452143
0.466429,0.373985,0.452857
0.467143,0.564183,0.453571
0.467857,0.402475,0.454286
0.468571,0.43307,0.455
0.469286,0.577587,0.455714
0.47,0.391639,0.456429
0.470714,0.564342,0.457143
0.471429,0.369855,0.457857
0.472143,0.560762,0.458571
0.472857,0.390472,0.459286
0.473571,0.434027,0.46
0.474286,0.575066,0.460714
0.475,0.393079,0.461429
0.475714,0.557426,0.462143
0.476429,0.386807,0.462857
0.477143,0.403722,0.463571
0.477857,0.578275,0.464286
0.478571,0.401892,0.465
0.479286,0.554929,0.465714
0.48,0.384964,0.466429
0.480714,0.429004,0.467143
0.481429,0.573034,0.467857
0.482143,0.388813,0.468571
0.482857,0.559499,0.469286
0.483571,0.364642,0.47
0.484286,0.558179,0.470714
0.485,0.388488,0.471429
0.485714,0.431224,0.472143
0.486429,0.572021,0.472857
0.487143,0.387234,0.473571
0.487857,0.558007,0.474286
0.488571,0.387186,0.475
0.489286,0.403478,0.475714
0.49,0.569315,0.476429
0.490714,0.405788,0.477143
0.491429,0.558185,0.477857
0.492143,0.393794,0.478571
0.492857,0.558444,0.479286
0.493571,0.386676,0.48
0.494286,0.407085,0.480714
0.495,0.571945,0.481429
0.495714,0.407717,0.482143
0.496429,0.561656,0.482857
0.497143,0.396591,0.483571
0.497857,0.562342,0.484286
0.498571,0.390611,0.485
0.499286,0.411436,0.485714
0.5,0.585983,0.486429
0.500714,0.409253,0.487143
0.501429,0.564771,0.487857
0.502143,0.401487,0.488571
0.502857,0.566942,0.489286
0.503571,0.395275,0.49
0.504286,0.417947,0.490714
0.505,0.591995,0.491429
0.505714,0.535974,0.492143
0.506429,0.390527,0.492857
0.507143,0.442969,0.493571
0.507857,0.586817,0.494286
0.508571,0.403946,0.495
0.509286,0.596758,0.495714
0.51,0.414594,0.496429
0.510714,0.45026,0.497143
0.511429,0.583837,0.497857
0.512143,0.417208,0.498571
0.512857,0.588955,0.499286
0.513571,0.40892,0.5
0.514286,0.58756,0.500714
0.515,0.394605,0.501429
0.515714,0.587015,0.502143
0.516429,0.42784,0.502857
0.517143,0.594397,0.503571
0.517857,0.417761,0.504286
0.518571,0.59579,0.505
0.519286,0.40387,0.505714
0.52,0.593905,0.506429
0.520714,0.561073,0.507143
0.521429,0.415105,0.507857
0.522143,0.594944,0.508571
0.522857,0.42542,0.509286
0.523571,0.603624,0.51
0.524286,0.412403,0.510714
0.525,0.611121,0.511429
0.525714,0.444673,0.512143
0.526429,0.612718,0.512857
0.527143,0.569478,0.513571
0.527857,0.426903,0.514286
0.528571,0.623764,0.515
0.529286,0.446325,0.515714
0.53,0.604751,0.516429
0.530714,0.449246,0.517143
0.531429,0.620994,0.517857
0.532143,0.447341,0.518571
0.532857,0.624686,0.519286
0.533571,0.599307,0.52
0.534286,0.442771,0.520714
0.535,0.61271,0.521429
0.535714,0.461434,0.522143
0.536429,0.631185,0.522857
0.537143,0.590172,0.523571
0.537857,0.449001,0.524286
0.538571,0.64517,0.525
0.539286,0.466905,0.525714
0.54,0.634289,0.526429
0.540714,0.5958,0.527143
0.541429,0.458055,0.527857
0.542143,0.638987,0.528571
0.542857,0.61948,0.529286
0.543571,0.468916,0.53
0.544286,0.629677,0.530714
0.545,0.481485,0.531429
0.545714,0.652595,0.532143
0.546429,0.61507,0.532857
0.547143,0.457183,0.533571
0.547857,0.653808,0.534286
0.548571,0.6112,0.535
0.549286,0.607284,0.535714
0.55,0.482057,0.536429
0.550714,0.657706,0.537143
0.551429,0.623079,0.537857
0.552143,0.468154,0.538571
0.552857,0.663215,0.539286
0.553571,0.632023,0.54
0.554286,0.613417,0.540714
0.555,0.495063,0.541429
0.555714,0.668191,0.542143
0.556429,0.634733,0.542857
0.557143,0.623114,0.543571
0.557857,0.477803,0.544286
0.558571,0.672578,0.545
0.559286,0.643606,0.545714
0.56,0.625302,0.546429
0.560714,0.627622,0.547143
0.561429,0.508947,0.547857
0.562143,0.680411,0.548571
0.562857,0.64846,0.549286
0.563571,0.654154,0.55
0.564286,0.514951,0.550714
0.565,0.681027,0.551429
0.565714,0.653899,0.552143
0.566429,0.638359,0.552857
0.567143,0.640992,0.553571
0.567857,0.524017,0.554286
0.568571,0.689521,0.555
0.569286,0.676844,0.555714
0.57,0.637077,0.556429
0.570714,0.645165,0.557143
0.571429,0.648321,0.557857
0.572143,0.648623,0.558571
0.572857,0.537985,0.559286
0.573571,0.696263,0.56
0.574286,0.670143,0.560714
0.575,0.662281,0.561429
0.575714,0.659864,0.562143
0.576429,0.68028,0.562857
0.577143,0.643529,0.563571
0.577857,0.554427,0.564286
0.578571,0.70515,0.565
0.579286,0.681085,0.565714
0.58,0.674121,0.566429
0.580714,0.671944,0.567143
0.581429,0.67175,0.567857
0.582143,0.661475,0.568571
0.582857,0.664645,0.569286
0.583571,0.666542,0.57
0.584286,0.667962,0.570714
0.585,0.669272,0.571429
0.585714,0.673554,0.572143
0.586429,0.672673,0.572857
0.587143,0.67066,0.573571
0.587857,0.676179,0.574286
0.588571,0.676492,0.575
0.589286,0.674323,0.575714
0.59,0.680932,0.576429
0.590714,0.681089,0.577143
0.591429,0.682162,0.577857
0.592143,0.678277,0.578571
0.592857,0.688134,0.579286
0.593571,0.687489,0.58
0.594286,0.68116,0.580714
0.595,0.693745,0.581429
0.595714,0.692247,0.582143
0.596429,0.692703,0.582857
0.597143,0.684439,0.583571
0.597857,0.700672,0.584286
0.598571,0.698209,0.585
0.599286,0.687348,0.585714
0.6,0.705737,0.586429
0.600714,0.702459,0.587143
0.601429,0.702223,0.587857
0.602143,0.690421,0.588571
0.602857,0.711653,0.589286
0.603571,0.707672,0.59
0.604286,0.707155,0.590714
0.605,0.693592,0.591429
0.605714,0.717378,0.592143
0.606429,0.712635,0.592857
0.607143,0.711822,0.593571
0.607857,0.69657,0.594286
0.608571,0.722809,0.595
0.609286,0.717328,0.595714
0.61,0.71623,0.596429
0.610714,0.716664,0.597143
0.611429,0.69967,0.597857
0.612143,0.729219,0.598571
0.612857,0.722884,0.599286
0.613571,0.721445,0.6
0.614286,0.702305,0.600714
0.615,0.734261,0.601429
0.615714,0.72712,0.602143
0.616429,0.725369,0.602857
0.617143,0.704711,0.603571
