phi,coronal,sagittal
0.065,0.491132,1
0.0657143,0.492023,1
0.0664286,0.492888,1
0.0671429,0.531524,1
0.0678571,0.529878,1
0.0685714,0.512949,1
0.0692857,0.684365,0.531006
0.07,0.299436,0.611075
0.0707143,0.340034,0.629836
0.0714286,0.365217,0.624278
0.0721429,0.67822,0.607832
0.0728571,0.608367,0.623883
0.0735714,0.264711,0.586699
0.0742857,0.303286,0.606426
0.075,0.328087,0.600413
0.0757143,0.350401,0.595343
0.0764286,0.682266,0.582549
0.0771429,0.307447,0.582397
0.0778571,0.66331,0.586573
0.0785714,0.294375,0.572474
0.0792857,0.369552,0.643936
0.08,0.67146,0.601265
0.0807143,0.319793,0.589569
0.0814286,0.679305,0.591316
0.0821429,0.325274,0.587473
0.0828571,0.664374,0.592365
0.0835714,0.315348,0.58324
0.0842857,0.686905,0.587663
0.085,0.338329,0.59041
0.0857143,0.675711,0.588849
0.0864286,0.327295,0.574977
0.0871429,0.680138,0.574846
0.0878571,0.322826,0.566368
0.0885714,0.686569,0.440946
0.0892857,0.350179,0.623128
0.09,0.69861,0.460697
0.0907143,0.351723,0.630994
0.0914286,0.677207,0.590263
0.0921429,0.315255,0.448398
0.0928571,0.658871,0.629582
0.0935714,0.319212,0.455308
0.0942857,0.661884,0.634686
0.095,0.656734,0.594207
0.0957143,0.30582,0.444712
0.0964286,0.369467,0.6306
0.0971429,0.711512,0.464366
0.0978571,0.647212,0.633947
0.0985714,0.332458,0.587676
0.0992857,0.692809,0.450475
0.1,0.364374,0.631653
0.100714,0.705754,0.46347
0.101429,0.648112,0.633877
0.102143,0.337087,0.589166
0.102857,0.697635,0.45121
0.103571,0.372398,0.632653
0.104286,0.71227,0.463717
0.105,0.65712,0.632339
0.105714,0.354538,0.593546
0.106429,0.704217,0.447961
0.107143,0.666956,0.615098
0.107857,0.340416,0.447098
0.108571,0.672029,0.638069
0.109286,0.681804,0.594572
0.11,0.686804,0.450191
0.110714,0.370095,0.634524
0.111429,0.707571,0.461884
0.112143,0.382856,0.638979
0.112857,0.69897,0.586744
0.113571,0.697606,0.450525
0.114286,0.659533,0.628274
0.115,0.358974,0.592653
0.115714,0.709236,0.449567
0.116429,0.674314,0.613106
0.117143,0.350992,0.446397
0.117857,0.678296,0.638546
0.118571,0.694666,0.591091
0.119286,0.695255,0.452731
0.12,0.377576,0.635977
0.120714,0.713514,0.464587
0.121429,0.664126,0.632418
0.122143,0.366894,0.597292
0.122857,0.725235,0.457167
0.123571,0.669348,0.625376
0.124286,0.69411,0.458046
0.125,0.367982,0.620413
0.125714,0.689004,0.5975
0.126429,0.696588,0.453236
0.127143,0.376781,0.63454
0.127857,0.715031,0.46337
0.128571,0.663353,0.630833
0.129286,0.363076,0.594901
0.13,0.710667,0.447341
0.130714,0.669786,0.625876
0.131429,0.69247,0.456627
0.132143,0.364707,0.61819
0.132857,0.68812,0.595894
0.133571,0.691804,0.450217
0.134286,0.371171,0.631462
0.135,0.710981,0.459749
0.135714,0.660359,0.628121
0.136429,0.355723,0.591328
0.137143,0.704833,0.444463
0.137857,0.666102,0.622101
0.138571,0.343387,0.441312
0.139286,0.681506,0.612632
0.14,0.677569,0.594998
0.140714,0.341104,0.435157
0.141429,0.682545,0.61821
0.142143,0.690562,0.454117
0.142857,0.36432,0.630997
0.143571,0.689928,0.581722
0.144286,0.676249,0.439747
0.145,0.356691,0.623735
0.145714,0.694861,0.448586
0.146429,0.369327,0.628107
0.147143,0.693641,0.578207
0.147857,0.678503,0.436061
0.148571,0.350635,0.603866
0.149286,0.697838,0.445964
0.15,0.656192,0.6233
0.150714,0.328057,0.439666
0.151429,0.670771,0.621262
0.152143,0.352703,0.581396
0.152857,0.70233,0.43299
0.153571,0.670614,0.610285
0.154286,0.333352,0.433853
0.155,0.672153,0.618236
0.155714,0.676602,0.440017
0.156429,0.349188,0.619709
0.157143,0.684576,0.573277
0.157857,0.335441,0.420462
0.158571,0.680529,0.593011
0.159286,0.335558,0.429711
0.16,0.673263,0.617085
0.160714,0.671124,0.434089
0.161429,0.345241,0.616331
0.162143,0.684971,0.43795
0.162857,0.352556,0.615146
0.163571,0.69066,0.567381
0.164286,0.337492,0.416429
0.165,0.676985,0.601007
0.165714,0.659499,0.425833
0.166429,0.325357,0.602851
0.167143,0.354165,0.420458
0.167857,0.685654,0.609513
0.168571,0.675426,0.430515
0.169286,0.340533,0.606922
0.17,0.682428,0.431214
0.170714,0.345473,0.606207
0.171429,0.686786,0.430843
0.172143,0.647942,0.607156
0.172857,0.307854,0.425774
0.173571,0.391927,0.608563
0.174286,0.726902,0.434148
0.175,0.68316,0.59354
0.175714,0.644417,0.414132
0.176429,0.311064,0.580221
0.177143,0.384049,0.403649
0.177857,0.711682,0.595998
0.178571,0.676441,0.427319
0.179286,0.63638,0.606975
0.18,0.293153,0.424167
0.180714,0.372406,0.599867
0.181429,0.705149,0.420031
0.182143,0.666175,0.595318
0.182857,0.319476,0.412692
0.183571,0.691781,0.588398
0.184286,0.341028,0.408199
0.185,0.685849,0.589469
0.185714,0.638375,0.407016
0.186429,0.298027,0.584683
0.187143,0.367891,0.400226
0.187857,0.698804,0.591496
0.188571,0.657792,0.408448
0.189286,0.319596,0.589652
0.19,0.688998,0.416585
0.190714,0.33861,0.588261
0.191429,0.679457,0.409002
0.192143,0.645658,0.592783
0.192857,0.296782,0.407392
0.193571,0.349498,0.583094
0.194286,0.693746,0.411121
0.195,0.658133,0.586524
0.195714,0.303482,0.405181
0.196429,0.345912,0.435027
0.197143,0.689833,0.597706
0.197857,0.667001,0.551626
0.198571,0.297492,0.398823
0.199286,0.330304,0.434092
0.2,0.686551,0.590253
0.200714,0.305867,0.461272
0.201429,0.669704,0.642183
0.202143,0.642949,0.610951
0.202857,0.264579,0.465799
0.203571,0.367238,0.624457
0.204286,0.716874,0.471416
0.205,0.621314,0.648422
0.205714,0.29322,0.587859
0.206429,0.332335,0.443772
0.207143,0.668083,0.633897
0.207857,0.331715,0.593274
0.208571,0.700149,0.449861
0.209286,0.620846,0.637734
0.21,0.259633,0.464381
0.210714,0.358072,0.634617
0.211429,0.367351,0.591324
0.212143,0.714715,0.443483
0.212857,0.638975,0.629558
0.213571,0.269363,0.459461
0.214286,0.357341,0.629999
0.215,0.680984,0.586368
0.215714,0.295434,0.446127
0.216429,0.654309,0.625008
0.217143,0.285212,0.452951
0.217857,0.365296,0.630378
0.218571,0.702472,0.456329
0.219286,0.612894,0.640155
0.22,0.272618,0.572677
0.220714,0.298981,0.445065
0.221429,0.373544,0.627957
0.222143,0.71434,0.456189
0.222857,0.617173,0.637267
0.223571,0.254982,0.462262
0.224286,0.341351,0.628167
0.225,0.355509,0.586739
0.225714,0.7078,0.442753
0.226429,0.626977,0.617
0.227143,0.255716,0.458256
0.227857,0.330304,0.624594
0.228571,0.340363,0.447252
0.229286,0.674787,0.634464
0.23,0.631807,0.60251
0.230714,0.256196,0.451084
0.231429,0.324013,0.617116
0.232143,0.331647,0.448476
0.232857,0.671374,0.633109
0.233571,0.62666,0.602623
0.234286,0.251141,0.45176
0.235,0.320714,0.617976
0.235714,0.323766,0.452315
0.236429,0.666166,0.634201
0.237143,0.315272,0.590661
0.237857,0.667381,0.445959
0.238571,0.308298,0.613922
0.239286,0.334403,0.601056
0.24,0.681289,0.451427
0.240714,0.321695,0.63021
0.241429,0.335416,0.594458
0.242143,0.683656,0.450007
0.242857,0.324224,0.630618
0.243571,0.309904,0.463027
0.244286,0.652702,0.644153
0.245,0.307106,0.593929
0.245714,0.65597,0.451113
0.246429,0.308271,0.63507
0.247143,0.314696,0.596577
0.247857,0.327169,0.452311
0.248571,0.663439,0.626852
0.249286,0.604856,0.623095
0.25,0.222757,0.474468
0.250714,0.317437,0.625342
0.251429,0.305341,0.469308
0.252143,0.382988,0.652903
0.252857,0.684443,0.602327
0.253571,0.618643,0.449469
0.254286,0.29143,0.640859
0.255,0.295013,0.601263
0.255714,0.30032,0.470415
0.256429,0.377304,0.653908
0.257143,0.670257,0.610085
0.257857,0.268723,0.474755
0.258571,0.624963,0.637171
0.259286,0.294694,0.605572
0.26,0.276179,0.477843
0.260714,0.367722,0.651846
0.261429,0.664242,0.611574
0.262143,0.27156,0.475963
0.262857,0.355734,0.648817
0.263571,0.655986,0.615672
0.264286,0.26413,0.478813
0.265,0.35121,0.650047
0.265714,0.645415,0.621028
0.266429,0.261217,0.478625
0.267143,0.343948,0.638175
0.267857,0.641847,0.628917
0.268571,0.252223,0.486378
0.269286,0.351994,0.653527
0.27,0.643367,0.622816
0.270714,0.251251,0.486684
0.271429,0.35129,0.654873
0.272143,0.354043,0.620662
0.272857,0.696817,0.481144
0.273571,0.328964,0.653772
0.274286,0.336012,0.623935
0.275,0.67337,0.481432
0.275714,0.315469,0.644621
0.276429,0.332897,0.636027
0.277143,0.342679,0.616575
0.277857,0.681661,0.47857
0.278571,0.327148,0.658751
0.279286,0.333036,0.628021
0.28,0.344876,0.615267
0.280714,0.6846,0.479252
0.281429,0.329621,0.659505
0.282143,0.33491,0.629214
0.282857,0.635144,0.624434
0.283571,0.248108,0.489474
0.284286,0.345102,0.66215
0.285,0.346827,0.629323
0.285714,0.681333,0.48611
0.286429,0.327794,0.664903
0.287143,0.332385,0.633937
0.287857,0.343642,0.621322
0.288571,0.680625,0.484813
0.289286,0.327761,0.664555
0.29,0.332226,0.634368
0.290714,0.343272,0.622331
0.291429,0.679509,0.485902
0.292143,0.327415,0.665701
0.292857,0.331571,0.635653
0.293571,0.342319,0.62365
0.294286,0.677906,0.487214
0.295,0.321491,0.653764
0.295714,0.335093,0.644059
0.296429,0.34248,0.626154
0.297143,0.677029,0.488719
0.297857,0.326195,0.668228
0.298571,0.329834,0.638055
0.299286,0.340186,0.625885
0.3,0.674972,0.489542
0.300714,0.324917,0.669014
0.301429,0.328521,0.638827
0.302143,0.332756,0.622747
0.302857,0.676505,0.492704
0.303571,0.325613,0.670662
0.304286,0.328895,0.639988
0.305,0.332055,0.623103
0.305714,0.302057,0.494693
0.306429,0.631171,0.679263
0.307143,0.578255,0.65336
0.307857,0.269745,0.603595
0.308571,0.229668,0.511461
0.309286,0.330909,0.662965
0.31,0.353225,0.645462
0.310714,0.352954,0.625694
0.311429,0.687097,0.490991
0.312143,0.333493,0.669823
0.312857,0.335553,0.639375
0.313571,0.344303,0.627269
0.314286,0.683241,0.494017
0.315,0.326266,0.66883
0.315714,0.32897,0.639776
0.316429,0.338018,0.627904
0.317143,0.669852,0.490797
0.317857,0.323627,0.671324
0.318571,0.325612,0.64085
0.319286,0.32632,0.623241
0.32,0.292802,0.497344
0.320714,0.627838,0.679314
0.321429,0.30463,0.629019
0.322143,0.319255,0.624793
0.322857,0.276058,0.499359
0.323571,0.61436,0.680457
0.324286,0.315315,0.631163
0.325,0.322153,0.620796
0.325714,0.286257,0.496426
0.326429,0.62043,0.679503
0.327143,0.319926,0.630754
0.327857,0.330198,0.623119
0.328571,0.659428,0.486278
0.329286,0.318846,0.669149
0.33,0.319553,0.638595
0.330714,0.320827,0.620404
0.331429,0.283397,0.496473
0.332143,0.621698,0.676719
0.332857,0.319847,0.631022
0.333571,0.325276,0.619523
0.334286,0.659021,0.486207
0.335,0.318192,0.668553
0.335714,0.31793,0.637283
0.336429,0.318945,0.618494
0.337143,0.280993,0.49517
0.337857,0.619965,0.675048
0.338571,0.317121,0.629521
0.339286,0.322963,0.617445
0.34,0.286009,0.491662
0.340714,0.617661,0.676386
0.341429,0.314924,0.626348
0.342143,0.32319,0.616843
0.342857,0.284045,0.491517
0.343571,0.61574,0.67604
0.344286,0.312584,0.624534
0.345,0.266336,0.497794
0.345714,0.357055,0.666943
0.346429,0.623898,0.64301
0.347143,0.298287,0.607619
0.347857,0.263843,0.492203
0.348571,0.351267,0.665257
0.349286,0.620352,0.640631
0.35,0.241047,0.497781
0.350714,0.33706,0.662807
0.351429,0.331885,0.62975
0.352143,0.334152,0.615671
0.352857,0.662087,0.477762
0.353571,0.319866,0.662543
0.354286,0.317662,0.630787
0.355,0.320477,0.614441
0.355714,0.285319,0.486764
0.356429,0.615765,0.672633
0.357143,0.31001,0.622224
0.357857,0.265683,0.494094
0.358571,0.353755,0.66388
0.359286,0.623397,0.638929
0.36,0.296133,0.604133
0.360714,0.25367,0.49305
0.361429,0.349294,0.660471
0.362143,0.341496,0.625623
0.362857,0.668036,0.480675
0.363571,0.318764,0.6606
0.364286,0.316723,0.629024
0.365,0.317299,0.612078
0.365714,0.286454,0.484751
0.366429,0.616569,0.6708
0.367143,0.3087,0.619526
0.367857,0.267023,0.491258
0.368571,0.346804,0.646182
0.369286,0.624134,0.644164
0.37,0.247327,0.493507
0.370714,0.337938,0.658135
0.371429,0.332663,0.624552
0.372143,0.627618,0.622339
0.372857,0.244726,0.481615
0.373571,0.319305,0.648296
0.374286,0.32449,0.621711
0.375,0.291994,0.483434
0.375714,0.621412,0.669912
0.376429,0.311848,0.619052
0.377143,0.273712,0.487958
0.377857,0.355445,0.659656
0.378571,0.629183,0.634676
0.379286,0.250262,0.488744
0.38,0.337295,0.655043
0.380714,0.33324,0.621923
0.381429,0.657476,0.474343
0.382143,0.309231,0.643421
0.382857,0.319505,0.633334
0.383571,0.319005,0.608721
0.384286,0.294146,0.476985
0.385,0.629676,0.661646
0.385714,0.318094,0.6169
0.386429,0.288933,0.480842
0.387143,0.624215,0.667237
0.387857,0.316831,0.620042
0.388571,0.282314,0.486645
0.389286,0.621862,0.668234
0.39,0.315294,0.62088
0.390714,0.326647,0.609796
0.391429,0.660687,0.474002
0.392143,0.320208,0.658677
0.392857,0.310978,0.618441
0.393571,0.332582,0.612412
0.394286,0.304678,0.475263
0.395,0.636532,0.648912
0.395714,0.318017,0.620875
0.396429,0.284046,0.483001
0.397143,0.618233,0.665243
0.397857,0.30701,0.611031
0.398571,0.272616,0.479656
0.399286,0.3519,0.65101
0.4,0.633291,0.62504
0.400714,0.252241,0.477247
0.401429,0.333992,0.643862
0.402143,0.32919,0.609315
0.402857,0.652037,0.457736
0.403571,0.308501,0.631345
0.404286,0.309831,0.612592
0.405,0.283103,0.47204
0.405714,0.352552,0.645019
0.406429,0.638352,0.616496
0.407143,0.264398,0.462581
0.407857,0.327851,0.635087
0.408571,0.320337,0.597537
0.409286,0.645727,0.446344
0.41,0.30939,0.636132
0.410714,0.301215,0.593985
0.411429,0.290289,0.453829
0.412143,0.335957,0.617476
0.412857,0.655041,0.454154
0.413571,0.312775,0.637526
0.414286,0.306614,0.596623
0.415,0.287478,0.450796
0.415714,0.338801,0.625023
0.416429,0.641046,0.596235
0.417143,0.266084,0.442664
0.417857,0.3073,0.610837
0.418571,0.281602,0.451911
0.419286,0.333872,0.62122
0.42,0.64036,0.435024
0.420714,0.30291,0.622509
0.421429,0.288417,0.57442
0.422143,0.296435,0.432538
0.422857,0.327513,0.61156
0.423571,0.63317,0.424395
0.424286,0.29889,0.614876
0.425,0.288019,0.567099
0.425714,0.298355,0.423835
0.426429,0.317047,0.600435
0.427143,0.628949,0.417191
0.427857,0.283471,0.599899
0.428571,0.290913,0.564135
0.429286,0.30226,0.416285
0.43,0.316373,0.593987
0.430714,0.623778,0.408182
0.431429,0.283506,0.59337
0.432143,0.279738,0.432073
0.432857,0.309647,0.596978
0.433571,0.303736,0.416529
0.434286,0.317258,0.593301
0.435,0.620146,0.400289
0.435714,0.277153,0.586628
0.436429,0.285144,0.425723
0.437143,0.305589,0.590189
0.437857,0.30474,0.410775
0.438571,0.311845,0.585671
0.439286,0.614671,0.392308
0.44,0.274691,0.579919
0.440714,0.283768,0.419059
0.441429,0.291639,0.576409
0.442143,0.307066,0.405325
0.442857,0.308279,0.579491
0.443571,0.611032,0.385367
0.444286,0.274566,0.574174
0.445,0.281999,0.412483
0.445714,0.291361,0.569987
0.446429,0.3078,0.398298
0.447143,0.301191,0.570688
0.447857,0.606648,0.379347
0.448571,0.274905,0.569062
0.449286,0.278366,0.406501
0.45,0.280254,0.436983
0.450714,0.301728,0.581961
0.451429,0.309947,0.395151
0.452143,0.301231,0.56869
0.452857,0.604377,0.373985
0.453571,0.271163,0.564183
0.454286,0.281456,0.402475
0.455,0.281827,0.43307
0.455714,0.2989,0.577587
0.456429,0.310499,0.391639
0.457143,0.298128,0.564342
0.457857,0.601692,0.369855
0.458571,0.270455,0.560762
0.459286,0.293731,0.390472
0.46,0.276343,0.434027
0.460714,0.29399,0.575066
0.461429,0.301895,0.393079
0.462143,0.292355,0.557426
0.462857,0.317893,0.386807
0.463571,0.609571,0.403722
0.464286,0.275193,0.578275
0.465,0.284314,0.401892
0.465714,0.27552,0.554929
0.466429,0.306618,0.384964
0.467143,0.287306,0.429004
0.467857,0.298778,0.573034
0.468571,0.313412,0.388813
0.469286,0.297007,0.559499
0.47,0.600375,0.364642
0.470714,0.270957,0.558179
0.471429,0.295002,0.388488
0.472143,0.275609,0.431224
0.472857,0.292258,0.572021
0.473571,0.308468,0.387234
0.474286,0.290372,0.558007
0.475,0.315056,0.387186
0.475714,0.607121,0.403478
0.476429,0.25906,0.569315
0.477143,0.286953,0.405788
0.477857,0.276295,0.558185
0.478571,0.298916,0.393794
0.479286,0.29431,0.558444
0.48,0.317469,0.386676
0.480714,0.611105,0.407085
0.481429,0.261838,0.571945
0.482143,0.287162,0.407717
0.482857,0.278842,0.561656
0.483571,0.2995,0.396591
0.484286,0.296326,0.562342
0.485,0.317219,0.390611
0.485714,0.614582,0.411436
0.486429,0.279129,0.585983
0.487143,0.283531,0.409253
0.487857,0.278712,0.564771
0.488571,0.296195,0.401487
0.489286,0.296925,0.566942
0.49,0.314773,0.395275
0.490714,0.617386,0.417947
0.491429,0.281509,0.591995
0.492143,0.268466,0.535974
0.492857,0.302864,0.390527
0.493571,0.277428,0.442969
0.494286,0.307842,0.586817
0.495,0.310524,0.403946
0.495714,0.62428,0.596758
0.496429,0.25726,0.414594
0.497143,0.260325,0.45026
0.497857,0.283399,0.583837
0.498571,0.296323,0.417208
0.499286,0.309536,0.588955
0.5,0.308779,0.40892
0.500714,0.314765,0.58756
0.501429,0.61724,0.394605
0.502143,0.277731,0.587015
0.502857,0.280101,0.42784
0.503571,0.305158,0.594397
0.504286,0.298686,0.417761
0.505,0.31402,0.59579
0.505714,0.616367,0.40387
0.506429,0.274942,0.593905
0.507143,0.283543,0.561073
0.507857,0.295019,0.415105
0.508571,0.309898,0.594944
0.509286,0.300631,0.42542
0.51,0.322019,0.603624
0.510714,0.623701,0.412403
0.511429,0.294092,0.611121
0.512143,0.271737,0.444673
0.512857,0.311278,0.612718
0.513571,0.299225,0.569478
0.514286,0.301837,0.426903
0.515,0.617992,0.623764
0.515714,0.247112,0.446325
0.516429,0.297834,0.604751
0.517143,0.272835,0.449246
0.517857,0.322896,0.620994
0.518571,0.29068,0.447341
0.519286,0.333649,0.624686
0.52,0.634163,0.599307
0.520714,0.257096,0.442771
0.521429,0.297597,0.61271
0.522143,0.266104,0.461434
0.522857,0.325133,0.631185
0.523571,0.310779,0.590172
0.524286,0.29588,0.449001
0.525,0.614812,0.64517
0.525714,0.25054,0.466905
0.526429,0.316416,0.634289
0.527143,0.303316,0.5958
0.527857,0.283299,0.458055
0.528571,0.336425,0.638987
0.529286,0.620913,0.61948
0.53,0.235736,0.468916
0.530714,0.306869,0.629677
0.531429,0.264279,0.481485
0.532143,0.337017,0.652595
0.532857,0.324206,0.61507
0.533571,0.636555,0.457183
0.534286,0.30763,0.653808
0.535,0.285968,0.6112
0.535714,0.303076,0.607284
0.536429,0.264392,0.482057
0.537143,0.343205,0.657706
0.537857,0.330566,0.623079
0.538571,0.642677,0.468154
0.539286,0.313282,0.663215
0.54,0.306127,0.632023
0.540714,0.300651,0.613417
0.541429,0.256531,0.495063
0.542143,0.344446,0.668191
0.542857,0.331763,0.634733
0.543571,0.329415,0.623114
0.544286,0.643419,0.477803
0.545,0.315743,0.672578
0.545714,0.308634,0.643606
0.546429,0.300186,0.625302
0.547143,0.314141,0.627622
0.547857,0.249771,0.508947
0.548571,0.350808,0.680411
0.549286,0.337287,0.64846
0.55,0.604005,0.654154
0.550714,0.221441,0.514951
0.551429,0.331562,0.681027
0.552143,0.322246,0.653899
0.552857,0.312242,0.638359
0.553571,0.322624,0.640992
0.554286,0.248876,0.524017
0.555,0.356544,0.689521
0.555714,0.596057,0.676844
0.556429,0.293538,0.637077
0.557143,0.307807,0.645165
0.557857,0.316498,0.648321
0.558571,0.322002,0.648623
0.559286,0.234573,0.537985
0.56,0.353972,0.696263
0.560714,0.341462,0.670143
0.561429,0.337561,0.662281
0.562143,0.335916,0.659864
0.562857,0.586202,0.68028
0.563571,0.299303,0.643529
0.564286,0.206793,0.554427
0.565,0.34281,0.70515
0.565714,0.33191,0.681085
0.566429,0.329108,0.674121
0.567143,0.328312,0.671944
0.567857,0.328185,0.67175
0.568571,0.317591,0.661475
0.569286,0.322033,0.664645
0.57,0.324711,0.666542
0.570714,0.326369,0.667962
0.571429,0.327363,0.669272
0.572143,0.333797,0.673554
0.572857,0.331989,0.672673
0.573571,0.326451,0.67066
0.574286,0.331896,0.676179
0.575,0.33042,0.676492
0.575714,0.323789,0.674323
0.576429,0.33056,0.680932
0.577143,0.328842,0.681089
0.577857,0.32767,0.682162
0.578571,0.317973,0.678277
0.579286,0.329244,0.688134
0.58,0.327095,0.687489
0.580714,0.313743,0.68116
0.581429,0.329497,0.693745
0.582143,0.32688,0.692247
0.582857,0.325456,0.692703
0.583571,0.309023,0.684439
0.584286,0.329684,0.700672
0.585,0.326566,0.698209
0.585714,0.306196,0.687348
0.586429,0.33101,0.705737
0.587143,0.327342,0.702459
0.587857,0.325471,0.702223
0.588571,0.302763,0.690421
0.589286,0.331438,0.711653
0.59,0.327301,0.707672
0.590714,0.325196,0.707155
0.591429,0.299384,0.693592
0.592143,0.331957,0.717378
0.592857,0.327286,0.712635
0.593571,0.324912,0.711822
0.594286,0.295918,0.69657
0.595,0.332412,0.722809
0.595714,0.327208,0.717328
0.596429,0.324558,0.71623
0.597143,0.322871,0.716664
0.597857,0.291605,0.69967
0.598571,0.331718,0.729219
0.599286,0.326002,0.722884
0.6,0.323151,0.721445
0.600714,0.288076,0.702305
0.601429,0.332438,0.734261
0.602143,0.32605,0.72712
0.602857,0.32275,0.725369
0.603571,0.284399,0.704711
0.604286,0.332233,0.738793
0.605,0.325332,0.731396
0.605714,0.321664,0.729564
0.606429,0.280051,0.707065
0.607143,0.33147,0.743378
0.607857,0.324457,0.736295
0.608571,0.320592,0.734513
0.609286,0.275474,0.709491
0.61,0.330797,0.748209
0.610714,0.32384,0.741585
0.611429,0.319833,0.739803
0.612143,0.271117,0.711966
0.612857,0.330483,0.753136
0.613571,0.323607,0.746954
0.614286,0.319445,0.745091
0.615,0.267176,0.714511
0.615714,0.330535,0.758064
0.616429,0.323663,0.752158
0.617143,0.319317,0.750162
0.617857,0.263598,0.717133
0.618571,0.330843,0.762953
0.619286,0.323839,0.757065
0.62,0.319305,0.75496
0.620714,0.260239,0.719831
0.621429,0.330815,0.767822
0.622143,0.323197,0.761309
0.622857,0.318553,0.759353
0.623571,0.256346,0.722527
0.624286,0.331346,0.773014
0.625,0.323531,0.765837
0.625714,0.318959,0.764081
0.626429,0.315238,0.763118
0.627143,0.25246,0.725038
0.627857,0.330178,0.779491
0.628571,0.322079,0.77159
0.629286,0.317479,0.769583
0.63,0.249913,0.728485
0.630714,0.33214,0.784778
0.631429,0.323382,0.776002
0.632143,0.318403,0.773676
0.632857,0.247333,0.731568
0.633571,0.333411,0.789457
0.634286,0.324133,0.780183
0.635,0.318806,0.777697
0.635714,0.314792,0.777052
0.636429,0.242851,0.734307
0.637143,0.331563,0.79572
0.637857,0.321984,0.785922
0.638571,0.316582,0.783268
0.639286,0.239226,0.737672
0.64,0.333255,0.801042
0.640714,0.323006,0.790347
0.641429,0.317221,0.787355
0.642143,0.313173,0.78712
0.642857,0.234707,0.740359
0.643571,0.331549,0.807408
0.644286,0.320977,0.796049
0.645,0.315127,0.792819
0.645714,0.231302,0.7435
0.646429,0.333484,0.812421
0.647143,0.32228,0.800206
0.647857,0.316055,0.796643
0.648571,0.311765,0.796229
0.649286,0.228495,0.749355
0.65,0.328314,0.817427
0.650714,0.312786,0.801881
0.651429,0.303362,0.796246
0.652143,0.213902,0.741872
0.652857,0.320937,0.818372
0.653571,0.307585,0.801796
0.654286,0.213258,0.74179
0.655,0.328511,0.822189
0.655714,0.315074,0.803157
0.656429,0.309036,0.795696
0.657143,0.221784,0.740589
0.657857,0.335118,0.821277
0.658571,0.322938,0.802842
0.659286,0.317579,0.79599
0.66,0.304023,0.927337
0.660714,0.403825,0.954206
0.661429,0.368116,0.866564
0.662143,0.342693,0.797522
0.662857,0.334214,0.764342
0.663571,0.332684,0.747752
0.664286,0.333926,0.739347
0.665,0.335904,0.734828
0.665714,0.337775,0.732219
0.666429,0.288725,0.694217
0.667143,0.358504,0.746724
0.667857,0.352214,0.73574
0.668571,0.348789,0.730661
0.669286,0.345627,0.726159
0.67,0.34253,0.721574
0.670714,0.340649,0.719563
0.671429,0.33919,0.718629
0.672143,0.337925,0.717931
0.672857,0.336709,0.717426
0.673571,0.335539,0.716993
0.674286,0.334448,0.716572
0.675,0.333429,0.716125
0.675714,0.332511,0.715641
0.676429,0.331717,0.715115
0.677143,0.331062,0.714544
0.677857,0.330556,0.713925
0.678571,0.330203,0.713257
0.679286,0.30193,0.694746
0.68,0.340327,0.72241
0.680714,0.336085,0.715036
